id,subscription_info_id,user_id,subscription_start,subscription_end,deactivated_at,deactivated_by_id
944,2,7732,7/7/2019 18:29,7/1/2020 18:29,,
945,2,17335,8/7/2019 10:32,8/1/2020 10:32,,
947,2,9147,8/7/2019 16:07,8/1/2020 16:07,,
948,2,9888,5/9/2019 18:32,7/3/2020 18:32,,
949,2,13005,8/7/2019 16:14,8/1/2020 16:14,,
950,2,20311,21/8/2019 08:08,21/2/2020 08:08,,
951,1,9610,8/7/2019 18:38,8/10/2019 18:38,,
952,2,26284,26/8/2019 11:53,26/2/2020 11:53,,
956,2,32959,9/7/2019 15:54,9/1/2020 15:54,,
960,2,15633,10/7/2019 13:32,10/1/2020 13:32,,
964,1,35039,10/7/2019 14:24,10/10/2019 14:24,,
965,2,21545,21/8/2019 17:43,21/2/2020 17:43,,
966,2,20392,10/7/2019 18:47,10/1/2020 18:47,,
979,2,15099,13/8/2019 18:18,13/2/2020 18:18,,
981,1,16263,11/7/2019 17:47,11/10/2019 17:47,,
982,2,23989,11/7/2019 17:54,11/1/2020 17:54,,
984,2,28277,30/7/2019 16:55,30/1/2020 16:55,,
985,2,25390,11/7/2019 18:43,11/1/2020 18:43,,
986,2,8884,11/7/2019 18:56,11/1/2020 18:56,,
987,2,9103,11/7/2019 19:32,11/1/2020 19:32,,
988,2,29960,12/7/2019 08:49,12/1/2020 08:49,,
991,2,17556,3/8/2019 13:57,3/2/2020 13:57,,
994,2,13371,12/7/2019 10:56,12/1/2020 10:56,,
995,2,27959,12/7/2019 10:56,12/1/2020 10:56,,
997,2,14756,12/7/2019 11:05,12/1/2020 11:05,,
999,2,31362,12/7/2019 13:12,12/1/2020 13:12,,
1002,2,22506,21/8/2019 18:42,21/2/2020 18:42,,
1005,2,10789,31/7/2019 15:01,31/1/2020 15:01,,
1007,2,22372,12/7/2019 17:29,12/1/2020 17:29,,
1010,2,21622,13/7/2019 08:01,13/1/2020 08:01,,
1015,2,29762,13/7/2019 10:23,13/1/2020 10:23,,
1016,2,8720,13/7/2019 10:49,13/1/2020 10:49,,
1021,2,10940,1/2/2020 13:36,3/8/2020 13:36,,
1025,1,21207,23/7/2019 09:37,23/10/2019 09:37,,
1027,1,11332,2/8/2019 09:15,2/11/2019 09:15,,
1032,2,21899,6/8/2019 17:16,6/2/2020 17:16,,
1033,2,32261,7/8/2019 09:10,7/2/2020 09:10,,
1038,2,8870,8/8/2019 15:32,8/2/2020 15:32,,
1039,1,33572,9/8/2019 10:11,9/11/2019 10:11,,
1042,1,29434,11/8/2019 07:54,11/11/2019 07:54,,
1043,2,28827,11/8/2019 10:13,11/2/2020 10:13,,
1048,2,7589,12/8/2019 14:01,12/2/2020 14:01,,
1050,1,7661,13/8/2019 09:48,13/11/2019 09:48,,
1058,1,35912,16/8/2019 09:27,16/11/2019 09:27,,
1059,1,35804,16/8/2019 17:31,16/11/2019 17:31,,
1060,1,35921,17/8/2019 10:44,17/11/2019 10:44,,
1062,1,9406,18/8/2019 10:17,18/11/2019 10:17,,
1068,1,11709,20/8/2019 16:14,20/11/2019 16:14,,
1076,1,20365,24/8/2019 14:27,24/11/2019 14:27,,
1078,1,10705,25/8/2019 09:48,25/11/2019 09:48,,
1080,1,36038,26/8/2019 13:44,26/11/2019 13:44,,
1081,1,19115,26/8/2019 14:49,26/11/2019 14:49,,
1092,1,27604,30/8/2019 18:20,30/11/2019 18:20,,
1106,1,10287,3/9/2019 17:32,4/12/2019 17:32,,
1107,1,10740,3/9/2019 17:32,4/12/2019 17:32,,
1116,1,16159,3/9/2019 17:32,4/12/2019 17:32,,
1132,1,35933,4/9/2019 09:48,5/12/2019 09:48,,
1139,1,28443,6/9/2019 14:51,7/12/2019 14:51,,
1142,1,29953,8/9/2019 10:03,9/12/2019 10:03,,
1143,2,29657,8/9/2019 11:25,10/3/2020 11:25,,
1157,1,27698,10/9/2019 09:07,11/12/2019 09:07,,
1165,1,29309,10/9/2019 09:07,11/12/2019 09:07,,
1173,1,31015,10/9/2019 09:07,11/12/2019 09:07,,
1176,1,31545,10/9/2019 09:07,11/12/2019 09:07,,
1207,1,34172,11/9/2019 16:05,12/12/2019 16:05,,
1224,1,36005,15/9/2019 13:31,16/12/2019 13:31,,
1225,1,29598,15/9/2019 16:19,16/12/2019 16:19,,
1235,1,36831,23/9/2019 16:02,24/12/2019 16:02,,
1242,1,36889,26/9/2019 13:55,27/12/2019 13:55,,
1243,1,19456,26/9/2019 18:11,27/12/2019 18:11,,
1248,1,37004,28/9/2019 15:42,29/12/2019 15:42,,
1250,1,18593,4/10/2019 20:01,4/1/2020 20:01,,
1253,1,27831,5/10/2019 13:50,5/1/2020 13:50,,
1263,1,31128,10/10/2019 14:50,10/1/2020 14:50,,
1267,1,24392,13/10/2019 09:13,13/1/2020 09:13,,
1280,1,26023,19/10/2019 15:51,19/1/2020 15:51,,
1285,1,16263,22/10/2019 14:57,22/1/2020 14:57,,
1286,1,37730,22/10/2019 15:01,22/1/2020 15:01,,
1289,1,9610,26/10/2019 15:05,26/1/2020 15:05,,
1295,2,9145,28/10/2019 15:13,29/4/2020 15:13,,
1296,2,26489,28/10/2019 16:54,29/4/2020 16:54,,
1300,2,37049,29/10/2019 08:19,30/4/2020 08:19,,
1301,1,21207,29/10/2019 10:11,29/1/2020 10:11,,
1304,2,21284,29/10/2019 17:50,30/4/2020 17:50,,
1313,2,32083,30/10/2019 19:28,1/5/2020 19:28,,
1324,2,34635,1/11/2019 15:12,3/5/2020 15:12,,
1325,2,27491,1/11/2019 17:07,3/5/2020 17:07,,
1329,2,20887,2/11/2019 17:58,4/5/2020 17:58,,
1334,2,30194,3/11/2019 09:08,5/5/2020 09:08,,
1342,2,30213,4/11/2019 21:47,6/5/2020 21:47,,
1343,1,21487,5/11/2019 10:03,5/2/2020 10:03,,
1346,2,7661,13/11/2019 09:48,15/5/2020 09:48,,
1360,1,27274,6/11/2019 12:44,6/2/2020 12:44,,
1367,1,8923,7/11/2019 09:32,7/2/2020 09:32,,
1371,2,14870,7/11/2019 10:58,9/5/2020 10:58,,
1418,2,36505,7/11/2019 21:06,9/5/2020 21:06,,
1476,1,8670,13/11/2019 15:32,13/2/2020 15:32,,
1486,1,28620,14/11/2019 11:01,14/2/2020 11:01,,
1492,1,11332,14/11/2019 13:31,14/2/2020 13:31,,
1593,2,9406,20/11/2019 17:34,22/5/2020 17:34,,
1601,2,11709,21/11/2019 10:56,23/5/2020 10:56,,
1659,2,29953,9/12/2019 10:03,10/6/2020 10:03,,
1660,3,12560,24/11/2019 19:42,24/11/2020 19:42,,
1674,2,15633,10/1/2020 13:32,12/7/2020 13:32,,
1679,2,10616,25/11/2019 20:04,27/5/2020 20:04,,
1688,2,28443,7/12/2019 14:51,8/6/2020 14:51,,
1690,2,19115,26/11/2019 20:06,28/5/2020 20:06,,
1693,2,9500,27/11/2019 10:11,29/5/2020 10:11,,
1763,2,27604,5/12/2019 21:04,6/6/2020 21:04,,
1772,2,38314,6/12/2019 15:59,7/6/2020 15:59,,
1804,2,20365,8/12/2019 19:46,9/6/2020 19:46,,
1836,3,9271,28/7/2020 12:34,29/7/2021 12:34,,
1867,2,9168,15/12/2019 17:55,16/6/2020 17:55,,
1882,2,36005,18/12/2019 15:57,19/6/2020 15:57,,
1888,3,28732,18/12/2019 20:07,18/12/2020 20:07,,
1963,2,19456,28/12/2019 09:51,29/6/2020 09:51,,
1997,2,31323,2/1/2020 10:48,4/7/2020 10:48,,
1998,2,26023,19/1/2020 15:51,21/7/2020 15:51,,
2006,2,29598,2/1/2020 17:06,4/7/2020 17:06,,
2028,2,28081,4/1/2020 17:14,6/7/2020 17:14,,
2080,3,11591,9/1/2020 21:33,9/1/2021 21:33,,
2125,2,31128,13/1/2020 20:55,15/7/2020 20:55,,
2130,2,9147,14/1/2020 13:44,16/7/2020 13:44,,
2140,2,24392,15/1/2020 11:40,17/7/2020 11:40,,
2161,2,8821,17/1/2020 18:36,19/7/2020 18:36,,
2181,2,22977,19/1/2020 16:01,21/7/2020 16:01,,
2182,3,29960,19/1/2020 18:50,19/1/2021 18:50,,
2199,3,16263,22/1/2020 14:57,22/1/2021 14:57,,
2200,2,13169,20/1/2020 16:51,22/7/2020 16:51,,
2211,2,9888,7/3/2020 18:32,7/9/2020 18:32,,
2218,3,8506,21/1/2020 09:06,21/1/2021 09:06,,
2219,3,24273,8/4/2020 18:48,9/4/2021 18:48,,
2222,2,31362,21/1/2020 10:41,23/7/2020 10:41,,
2230,3,22506,21/2/2020 18:42,21/2/2021 18:42,,
2231,2,8822,21/1/2020 14:28,23/7/2020 14:28,,
2233,3,29563,12/2/2020 12:18,12/2/2021 12:18,,
2236,2,20392,21/1/2020 17:17,23/7/2020 17:17,,
2241,3,21622,21/1/2020 19:52,21/1/2021 19:52,,
2244,3,39770,13/5/2020 14:25,14/5/2021 14:25,,
2245,3,13371,21/1/2020 20:13,21/1/2021 20:13,,
2247,2,41518,21/1/2020 21:18,23/7/2020 21:18,,
2255,3,21545,21/2/2020 17:43,21/2/2021 17:43,,
2256,3,40813,22/1/2020 10:30,22/1/2021 10:30,,
2261,3,9629,19/3/2020 07:49,20/3/2021 07:49,,
2272,2,8884,22/1/2020 18:24,24/7/2020 18:24,,
2274,3,39165,13/5/2020 14:25,14/5/2021 14:25,,
2275,2,7801,22/1/2020 19:26,24/7/2020 19:26,,
