id,created_at,is_by_new_user,last_payment_total_price,last_payment_total_price_eur,total_pharmacy,total_pharmacy_eur,user_id,status_finished_at,shipping_date,time_slot_start,time_slot_end
2264897,3/1/2023 09:46,0,152.15,77.8,0,0,26867,4/1/2023 09:30,4/1/2023,900,1000
2266483,3/1/2023 18:03,0,150.18,76.79,0,0,28006,4/1/2023 09:49,4/1/2023,1000,1100
2267097,4/1/2023 04:51,1,46.23,23.64,0,0,167956,4/1/2023 12:05,4/1/2023,1200,1300
2266787,3/1/2023 21:31,0,98.79,50.51,0,0,164363,4/1/2023 21:00,4/1/2023,2100,2200
2265142,3/1/2023 10:55,1,106.07,54.23,0,0,167866,4/1/2023 08:47,4/1/2023,800,900
2266729,3/1/2023 20:42,0,55.32,28.29,0,0,94123,4/1/2023 11:53,4/1/2023,1100,1200
2270120,5/1/2023 10:54,0,316.33,161.74,0,0,11735,5/1/2023 19:37,5/1/2023,1900,2000
2266464,3/1/2023 17:44,0,78.32,40.05,0,0,39955,5/1/2023 08:48,5/1/2023,800,900
2269698,5/1/2023 07:55,0,177.03,90.51,0,0,8842,5/1/2023 20:42,5/1/2023,2100,2200
2271159,5/1/2023 16:32,0,74.61,38.15,0,0,59328,5/1/2023 20:50,5/1/2023,2100,2200
2268289,4/1/2023 14:13,0,163.73,83.71,0,0,161531,5/1/2023 11:21,5/1/2023,1100,1200
2268950,4/1/2023 18:23,0,90.57,46.31,0,0,36449,5/1/2023 11:21,5/1/2023,1100,1200
2269149,4/1/2023 20:05,0,75.05,38.37,0,0,77110,5/1/2023 11:19,5/1/2023,1100,1200
2269721,5/1/2023 08:18,0,54.67,27.95,0,0,31372,5/1/2023 15:59,5/1/2023,1600,1700
2270434,5/1/2023 12:31,0,111.23,56.87,0,0,35923,5/1/2023 15:47,5/1/2023,1600,1700
2269843,5/1/2023 09:19,0,80.73,41.28,0,0,118551,5/1/2023 19:43,5/1/2023,1900,2000
2268924,4/1/2023 18:10,0,81.42,41.62,0,0,156433,5/1/2023 08:26,5/1/2023,900,1000
2270710,5/1/2023 13:57,0,146.7,75.01,0,0,24464,5/1/2023 19:08,5/1/2023,1900,2000
2268117,4/1/2023 13:25,0,92.93,47.52,0,0,105378,5/1/2023 08:49,5/1/2023,800,900
2269971,5/1/2023 10:05,0,120.41,61.57,0,0,84723,5/1/2023 18:45,5/1/2023,1800,1900
2270170,5/1/2023 11:06,1,82.32,42.09,0,0,168095,5/1/2023 20:34,5/1/2023,2000,2100
2268901,4/1/2023 17:58,0,93.83,47.97,0,0,75658,6/1/2023 09:00,6/1/2023,900,1000
2272121,6/1/2023 08:27,0,23.44,11.98,0,0,46451,6/1/2023 12:26,6/1/2023,1200,1300
2272934,6/1/2023 12:48,0,121.46,62.1,0,0,7762,6/1/2023 15:40,6/1/2023,1500,1600
2271445,5/1/2023 18:39,0,95.44,48.8,0,0,44523,6/1/2023 16:16,6/1/2023,1600,1700
2271667,5/1/2023 20:54,0,77.32,39.53,0,0,83563,6/1/2023 09:11,6/1/2023,900,1000
2271827,5/1/2023 22:32,0,124.16,63.48,0,0,57930,6/1/2023 10:34,6/1/2023,1000,1100
2273305,6/1/2023 14:44,0,280.07,143.2,0,0,66992,6/1/2023 17:16,6/1/2023,1700,1800
2271130,5/1/2023 16:23,1,94.4,48.26,0,0,168133,6/1/2023 21:31,6/1/2023,2100,2200
2274691,7/1/2023 09:05,0,193.97,99.17,0,0,105059,7/1/2023 13:41,7/1/2023,1400,1500
2275745,7/1/2023 15:12,0,169.71,86.77,0,0,14595,7/1/2023 19:54,7/1/2023,1900,2000
2274398,6/1/2023 23:10,0,149.87,76.63,0,0,28472,7/1/2023 10:19,7/1/2023,1100,1200
2275223,7/1/2023 12:17,0,57.68,29.49,0,0,72645,7/1/2023 16:59,7/1/2023,1600,1700
2273960,6/1/2023 18:42,0,100.09,51.17,0,0,93700,7/1/2023 11:02,7/1/2023,1100,1200
2274264,6/1/2023 21:29,0,87.88,44.93,0,0,143142,7/1/2023 12:02,7/1/2023,1200,1300
2275143,7/1/2023 11:50,0,94.71,48.43,0,0,84283,7/1/2023 14:50,7/1/2023,1400,1500
2275484,7/1/2023 13:41,0,68.76,35.16,0,0,84233,7/1/2023 17:32,7/1/2023,1700,1800
2274978,7/1/2023 10:54,0,118.18,60.42,0,0,167047,7/1/2023 14:27,7/1/2023,1400,1500
2274988,7/1/2023 10:57,0,99.18,50.71,0,0,63941,7/1/2023 14:22,7/1/2023,1400,1500
2275370,7/1/2023 13:07,0,37.15,18.99,0,0,149492,7/1/2023 16:37,7/1/2023,1600,1700
2274304,6/1/2023 21:54,0,45.74,23.39,0,0,154632,7/1/2023 10:59,7/1/2023,1000,1100
2275177,7/1/2023 11:59,0,120.5,61.61,0,0,55158,7/1/2023 19:32,7/1/2023,1900,2000
2275137,7/1/2023 11:49,0,105.53,53.96,0,0,112270,7/1/2023 16:41,7/1/2023,1600,1700
2275833,7/1/2023 15:47,0,55.51,28.38,0,0,115173,7/1/2023 19:53,7/1/2023,2000,2100
2277074,8/1/2023 09:24,0,248.44,127.03,0,0,11569,8/1/2023 14:01,8/1/2023,1300,1400
2278508,8/1/2023 17:15,0,166.62,85.19,0,0,19713,8/1/2023 21:26,8/1/2023,2100,2200
2277813,8/1/2023 13:21,0,79.29,40.54,0,0,91492,8/1/2023 16:18,8/1/2023,1600,1700
2277694,8/1/2023 12:49,0,71.01,36.31,0,0,40268,8/1/2023 19:22,8/1/2023,1900,2000
2277600,8/1/2023 12:16,0,242.11,123.79,0,0,80607,8/1/2023 15:02,8/1/2023,1500,1600
2277953,8/1/2023 14:04,0,97.47,49.83,0,0,125148,8/1/2023 17:18,8/1/2023,1700,1800
2278034,8/1/2023 14:28,0,41.47,21.2,0,0,44277,8/1/2023 18:49,8/1/2023,1800,1900
2277504,8/1/2023 11:49,0,68.81,35.18,0,0,105391,8/1/2023 19:22,8/1/2023,1900,2000
2276748,7/1/2023 23:17,0,70.51,36.05,0,0,151520,8/1/2023 11:46,8/1/2023,1100,1200
2277793,8/1/2023 13:15,0,24.51,12.53,0,0,55947,8/1/2023 16:29,8/1/2023,1600,1700
2278378,8/1/2023 16:31,0,101.21,51.74,0,0,91335,8/1/2023 20:42,8/1/2023,2000,2100
2275931,7/1/2023 16:13,0,128.56,65.73,0,0,97299,8/1/2023 09:03,8/1/2023,900,1000
2278233,8/1/2023 15:45,0,293.7,150.16,0,0,38352,8/1/2023 19:41,8/1/2023,1900,2000
2277037,8/1/2023 09:02,0,98.79,50.51,0,0,77991,8/1/2023 13:01,8/1/2023,1300,1400
2278082,8/1/2023 14:48,0,45.46,23.25,0,0,129234,8/1/2023 18:05,8/1/2023,1800,1900
2278507,8/1/2023 17:15,0,53.02,27.11,0,0,56754,8/1/2023 21:40,8/1/2023,2100,2200
2278512,8/1/2023 17:15,0,102.37,52.35,0,0,69868,8/1/2023 21:01,8/1/2023,2100,2200
2279524,9/1/2023 10:03,0,83.37,42.63,0,0,99234,9/1/2023 13:34,9/1/2023,1300,1400
2280915,9/1/2023 17:13,0,99.26,50.75,0,0,76799,9/1/2023 21:02,9/1/2023,2100,2200
2278727,8/1/2023 19:03,0,96.79,49.49,0,0,137373,9/1/2023 10:02,9/1/2023,1000,1100
2279558,9/1/2023 10:16,0,85.2,43.56,0,0,9699,9/1/2023 14:46,9/1/2023,1400,1500
2279485,9/1/2023 09:44,0,79.63,40.71,0,0,137748,9/1/2023 13:39,9/1/2023,1300,1400
2278815,8/1/2023 20:07,0,187.69,95.96,0,0,87745,9/1/2023 13:54,9/1/2023,1300,1400
2279190,9/1/2023 02:56,0,70.06,35.82,0,0,64160,9/1/2023 12:44,9/1/2023,1200,1300
2280515,9/1/2023 15:05,0,45.5,23.26,0,0,69477,9/1/2023 18:35,9/1/2023,1800,1900
2278772,8/1/2023 19:37,0,97.14,49.67,0,0,63566,9/1/2023 11:11,9/1/2023,1100,1200
2279407,9/1/2023 09:21,0,132.46,67.73,0,0,144242,9/1/2023 13:17,9/1/2023,1300,1400
2280215,9/1/2023 13:29,0,48.88,24.99,0,0,96000,9/1/2023 16:08,9/1/2023,1600,1700
2278346,8/1/2023 16:24,0,161.51,82.58,0,0,111443,9/1/2023 12:53,9/1/2023,1200,1300
2278664,8/1/2023 18:28,0,309.61,158.3,0,0,72883,10/1/2023 14:39,10/1/2023,1400,1500
2283074,10/1/2023 14:39,0,61.53,31.46,0,0,64956,10/1/2023 18:45,10/1/2023,1800,1900
2281535,9/1/2023 23:09,0,555.69,284.12,0,0,8855,10/1/2023 10:54,10/1/2023,1000,1100
2282994,10/1/2023 14:18,0,23.77,12.16,0,0,96038,10/1/2023 17:29,10/1/2023,1700,1800
2281173,9/1/2023 19:00,0,67.63,34.58,0,0,44683,10/1/2023 10:03,10/1/2023,1000,1100
2281137,9/1/2023 18:47,0,182.75,93.43,0,0,159852,10/1/2023 12:47,10/1/2023,1200,1300
2282108,10/1/2023 10:32,0,73.8,37.73,0,0,51223,10/1/2023 13:01,10/1/2023,1300,1400
2281753,10/1/2023 08:06,0,101.31,51.8,0,0,80333,10/1/2023 14:18,10/1/2023,1400,1500
2282427,10/1/2023 11:57,0,103.4,52.87,0,0,154278,10/1/2023 15:24,10/1/2023,1500,1600
2282760,10/1/2023 13:24,0,99.24,50.74,0,0,32793,10/1/2023 17:11,10/1/2023,1700,1800
2281729,10/1/2023 07:47,0,98.29,50.25,0,0,23522,10/1/2023 11:53,10/1/2023,1100,1200
2282665,10/1/2023 12:59,0,60.18,30.77,0,0,44393,10/1/2023 16:31,10/1/2023,1600,1700
2280787,9/1/2023 16:34,0,57.78,29.54,0,0,68571,10/1/2023 08:49,10/1/2023,900,1000
2280202,9/1/2023 13:26,0,167.23,85.5,0,0,40720,10/1/2023 11:17,10/1/2023,1100,1200
2282033,10/1/2023 10:06,0,100.89,51.58,0,0,62417,10/1/2023 13:36,10/1/2023,1300,1400
2281193,9/1/2023 19:11,0,33.6,17.18,0,0,55151,10/1/2023 08:05,10/1/2023,800,900
2282652,10/1/2023 12:56,0,134.77,68.91,0,0,85918,10/1/2023 16:26,10/1/2023,1600,1700
2281373,9/1/2023 21:22,0,165.06,84.39,0,0,11308,10/1/2023 10:10,10/1/2023,1000,1100
2281488,9/1/2023 22:31,0,142.33,72.77,0,0,132936,10/1/2023 13:26,10/1/2023,1300,1400
2284241,10/1/2023 23:16,0,97.4,49.8,0,0,58133,11/1/2023 11:55,11/1/2023,1100,1200
2284800,11/1/2023 10:26,1,49.35,25.23,0,0,168773,11/1/2023 16:52,11/1/2023,1600,1700
2284742,11/1/2023 10:08,0,129.49,66.21,0,0,133889,11/1/2023 18:06,11/1/2023,1800,1900
2284601,11/1/2023 09:18,0,70.19,35.89,0,0,44711,11/1/2023 17:14,11/1/2023,1700,1800
2283781,10/1/2023 18:55,0,51.09,26.12,0,0,9537,11/1/2023 09:55,11/1/2023,900,1000
2283882,10/1/2023 19:54,0,203.62,104.11,0,0,23902,11/1/2023 09:02,11/1/2023,900,1000
2284534,11/1/2023 08:45,0,147.72,75.53,0,0,19525,11/1/2023 12:58,11/1/2023,1200,1300
2284793,11/1/2023 10:24,0,98.55,50.39,11.45,5.85,84283,11/1/2023 13:48,11/1/2023,1300,1400
2288029,12/1/2023 13:01,0,107.85,55.14,55.94,28.6,22047,12/1/2023 19:47,12/1/2023,1900,2000
2287325,12/1/2023 10:17,0,27.95,14.29,0,0,90224,12/1/2023 15:11,12/1/2023,1500,1600
2287754,12/1/2023 11:53,0,69.85,35.72,0,0,34405,12/1/2023 17:22,12/1/2023,1700,1800
2284817,11/1/2023 10:32,0,122.99,62.88,0,0,148769,12/1/2023 09:28,12/1/2023,900,1000
2286410,11/1/2023 20:12,0,172.52,88.21,0,0,26508,12/1/2023 12:44,12/1/2023,1300,1400
2288067,12/1/2023 13:16,0,129.34,66.13,0,0,77232,12/1/2023 16:40,12/1/2023,1600,1700
2288842,12/1/2023 17:35,0,50.98,26.07,0,0,120781,12/1/2023 22:06,12/1/2023,2200,2300
2288598,12/1/2023 15:52,0,67.78,34.66,0,0,30041,12/1/2023 21:00,12/1/2023,2000,2100
2286232,11/1/2023 18:31,0,63.73,32.58,0,0,61216,12/1/2023 11:26,12/1/2023,1100,1200
2288040,12/1/2023 13:06,0,87.28,44.63,0,0,74608,12/1/2023 16:51,12/1/2023,1600,1700
2286289,11/1/2023 19:01,0,59.59,30.47,0,0,44854,12/1/2023 09:46,12/1/2023,1000,1100
2291002,13/1/2023 15:22,0,117.96,60.31,24.12,12.34,43880,13/1/2023 19:12,13/1/2023,1900,2000
2291178,13/1/2023 16:13,1,68.56,35.05,0,0,169061,13/1/2023 21:00,13/1/2023,2000,2100
2289413,12/1/2023 22:54,0,73.55,37.6,0,0,67363,13/1/2023 12:50,13/1/2023,1300,1400
2290477,13/1/2023 12:46,0,0,0,0,0,77720,13/1/2023 15:13,13/1/2023,1500,1600
2290037,13/1/2023 10:30,0,149.9,76.64,0,0,51632,13/1/2023 14:17,13/1/2023,1400,1500
2290814,13/1/2023 14:23,0,67.32,34.42,0,0,58502,13/1/2023 16:53,13/1/2023,1700,1800
2291194,13/1/2023 16:19,0,100,51.13,0,0,107705,13/1/2023 19:42,13/1/2023,2000,2100
2290822,13/1/2023 14:26,0,122.91,62.85,12.88,6.59,96751,13/1/2023 17:58,13/1/2023,1700,1800
2289798,13/1/2023 09:02,0,99.71,50.99,0,0,9081,13/1/2023 19:03,13/1/2023,1900,2000
2290267,13/1/2023 11:49,0,43.65,22.32,0,0,118746,13/1/2023 18:30,13/1/2023,1800,1900
2292646,14/1/2023 10:58,0,146.76,75.04,0,0,41067,14/1/2023 12:52,14/1/2023,1300,1400
2291877,13/1/2023 21:54,0,29.28,14.97,0,0,50979,14/1/2023 09:03,14/1/2023,900,1000
2293637,14/1/2023 15:15,0,97.86,50.03,0,0,118587,14/1/2023 19:16,14/1/2023,1900,2000
2294132,14/1/2023 17:39,0,66.52,34.01,0,0,24289,14/1/2023 21:44,14/1/2023,2100,2200
2291607,13/1/2023 19:11,0,106.78,54.6,0,0,66994,14/1/2023 08:27,14/1/2023,800,900
2293962,14/1/2023 16:39,0,324.74,166.04,45.56,23.3,87059,14/1/2023 21:19,14/1/2023,2100,2200
2293901,14/1/2023 16:20,0,99.95,51.11,0,0,62241,14/1/2023 20:32,14/1/2023,2000,2100
2293170,14/1/2023 13:20,0,163.19,83.43,0,0,72953,14/1/2023 16:00,14/1/2023,1600,1700
2291702,13/1/2023 20:10,0,102.24,52.27,0,0,7916,14/1/2023 08:57,14/1/2023,800,900
2291983,13/1/2023 22:58,0,132.36,67.67,0,0,81306,14/1/2023 10:10,14/1/2023,1000,1100
2293860,14/1/2023 16:11,0,24.68,12.62,0,0,32686,14/1/2023 20:30,14/1/2023,2000,2100
2293388,14/1/2023 14:15,0,177.16,90.58,0,0,9224,14/1/2023 18:15,14/1/2023,1800,1900
2293540,14/1/2023 14:52,0,31.63,16.18,0,0,38162,14/1/2023 18:46,14/1/2023,1800,1900
2292738,14/1/2023 11:23,0,87.65,44.81,11.51,5.89,116368,14/1/2023 14:33,14/1/2023,1400,1500
2289860,13/1/2023 09:28,0,274,140.09,0,0,111907,14/1/2023 10:00,14/1/2023,900,1000
2296164,15/1/2023 14:22,0,84.66,43.28,0,0,51707,15/1/2023 17:16,15/1/2023,1700,1800
2294898,15/1/2023 01:37,0,78.21,39.99,0,0,132514,15/1/2023 13:00,15/1/2023,1300,1400
2296687,15/1/2023 16:58,0,99.93,51.09,0,0,124662,15/1/2023 21:22,15/1/2023,2100,2200
2293409,14/1/2023 14:18,0,59.4,30.38,0,0,8884,15/1/2023 11:47,15/1/2023,1200,1300
2294427,14/1/2023 19:50,0,246.6,126.08,0,0,152278,15/1/2023 11:29,15/1/2023,1100,1200
2296087,15/1/2023 14:01,0,162.57,83.12,0,0,157051,15/1/2023 17:00,15/1/2023,1700,1800
2296725,15/1/2023 17:10,0,116.85,59.74,0,0,43982,15/1/2023 21:28,15/1/2023,2100,2200
2296360,15/1/2023 15:18,0,57.69,29.5,0,0,86666,15/1/2023 19:30,15/1/2023,1900,2000
2295506,15/1/2023 11:27,0,103.55,52.94,0,0,101768,15/1/2023 18:51,15/1/2023,1800,1900
2296870,15/1/2023 17:54,0,102.72,52.52,0,0,58776,16/1/2023 19:18,16/1/2023,1900,2000
2295095,15/1/2023 09:19,0,34.18,17.48,0,0,168029,16/1/2023 08:43,16/1/2023,800,900
2297528,16/1/2023 07:23,0,105.79,54.09,0,0,72713,16/1/2023 12:14,16/1/2023,1200,1300
2299260,16/1/2023 17:16,1,24.44,12.5,0,0,169431,16/1/2023 20:34,16/1/2023,2000,2100
2297007,15/1/2023 19:03,0,56.21,28.74,0,0,133115,16/1/2023 09:14,16/1/2023,900,1000
2297133,15/1/2023 20:48,0,108.94,55.7,0,0,68085,16/1/2023 09:53,16/1/2023,900,1000
2298326,16/1/2023 12:30,0,103.1,52.72,0,0,79113,16/1/2023 15:39,16/1/2023,1600,1700
2297010,15/1/2023 19:06,0,264.51,135.25,0,0,43346,16/1/2023 09:34,16/1/2023,900,1000
2298565,16/1/2023 13:30,0,76.86,39.3,0,0,71632,16/1/2023 19:41,16/1/2023,1900,2000
2290993,13/1/2023 15:20,0,63.84,32.64,0,0,153485,16/1/2023 09:56,16/1/2023,900,1000
2295778,15/1/2023 12:33,0,80.54,41.18,0,0,99332,16/1/2023 11:10,16/1/2023,1100,1200
2298745,16/1/2023 14:24,0,67.23,34.38,0,0,47648,16/1/2023 17:40,16/1/2023,1700,1800
2300360,17/1/2023 09:52,0,134.3,68.67,34.81,17.8,83250,17/1/2023 13:35,17/1/2023,1300,1400
2299639,16/1/2023 20:10,0,112.95,57.75,30.87,15.79,80677,17/1/2023 09:36,17/1/2023,900,1000
2301515,17/1/2023 16:16,0,104.6,53.48,0,0,29205,17/1/2023 19:08,17/1/2023,1900,2000
2300398,17/1/2023 10:04,0,24.7,12.63,0,0,117643,17/1/2023 16:09,17/1/2023,1600,1700
2301493,17/1/2023 16:09,0,52.4,26.79,0,0,161760,17/1/2023 19:47,17/1/2023,1900,2000
2300244,17/1/2023 09:04,0,140.33,71.75,0,0,39882,17/1/2023 12:48,17/1/2023,1200,1300
2300461,17/1/2023 10:26,0,78.71,40.25,0,0,14260,17/1/2023 13:40,17/1/2023,1300,1400
2299830,16/1/2023 22:03,0,95.22,48.68,31.07,15.89,114125,17/1/2023 10:00,17/1/2023,1000,1100
2299785,16/1/2023 21:33,0,141.67,72.44,0,0,64686,17/1/2023 08:51,17/1/2023,900,1000
2299956,16/1/2023 23:39,0,113.18,57.87,0,0,45700,17/1/2023 10:16,17/1/2023,1000,1100
2299935,16/1/2023 23:25,0,82.11,41.98,0,0,81394,17/1/2023 19:00,17/1/2023,1900,2000
2300326,17/1/2023 09:40,0,70.63,36.11,0,0,94235,17/1/2023 15:03,17/1/2023,1500,1600
2300921,17/1/2023 12:55,0,107.29,54.85,0,0,54411,17/1/2023 15:31,17/1/2023,1500,1600
2301297,17/1/2023 15:09,0,31.94,16.33,0,0,55947,17/1/2023 17:20,17/1/2023,1700,1800
2300089,17/1/2023 04:33,0,125.24,64.03,0,0,167957,17/1/2023 11:19,17/1/2023,1100,1200
2302620,18/1/2023 09:19,0,117.11,59.87,0,0,24267,18/1/2023 12:17,18/1/2023,1200,1300
2300511,17/1/2023 10:45,1,83.4,42.64,0,0,167304,18/1/2023 09:24,18/1/2023,900,1000
2302128,17/1/2023 21:45,0,37.22,19.03,0,0,37739,18/1/2023 09:43,18/1/2023,900,1000
2302517,18/1/2023 08:35,0,601.72,307.65,7.2,3.68,30529,18/1/2023 12:41,18/1/2023,1300,1400
2302229,17/1/2023 23:04,0,56.01,28.64,10.88,5.56,61705,18/1/2023 13:30,18/1/2023,1400,1500
2302361,18/1/2023 00:48,0,86.83,44.39,0,0,159160,18/1/2023 12:27,18/1/2023,1200,1300
2302743,18/1/2023 10:02,0,162.58,83.13,0,0,61602,18/1/2023 13:18,18/1/2023,1300,1400
2302948,18/1/2023 11:08,0,120.57,61.65,0,0,161293,18/1/2023 14:02,18/1/2023,1400,1500
2303456,18/1/2023 13:36,0,32.65,16.7,0,0,160726,18/1/2023 17:42,18/1/2023,1800,1900
2304292,18/1/2023 18:27,0,103.64,52.99,0,0,17693,18/1/2023 21:46,18/1/2023,2100,2200
2304035,18/1/2023 16:44,0,159.63,81.62,0,0,167451,18/1/2023 19:54,18/1/2023,1900,2000
2302233,17/1/2023 23:07,0,123.38,63.08,0,0,129164,18/1/2023 20:21,18/1/2023,2000,2100
2304489,18/1/2023 20:36,0,76.19,38.96,0,0,72533,19/1/2023 12:30,19/1/2023,1200,1300
2304685,18/1/2023 22:50,1,71.35,36.48,0,0,169662,19/1/2023 11:05,19/1/2023,1100,1200
2305989,19/1/2023 13:29,1,65.07,33.27,0,0,169731,19/1/2023 16:54,19/1/2023,1600,1700
2305243,19/1/2023 09:58,0,146.68,75,0,0,91892,19/1/2023 12:33,19/1/2023,1200,1300
2306182,19/1/2023 14:36,0,122.03,62.4,0,0,83364,19/1/2023 18:36,19/1/2023,1800,1900
2306821,19/1/2023 18:27,0,51.38,26.27,0,0,96526,19/1/2023 21:13,19/1/2023,2100,2200
2303296,18/1/2023 12:51,0,54.97,28.11,0,0,43668,19/1/2023 09:39,19/1/2023,900,1000
2305680,19/1/2023 12:00,1,27.62,14.12,0,0,169716,19/1/2023 15:00,19/1/2023,1400,1500
2306112,19/1/2023 14:10,0,54.29,27.76,0,0,90884,19/1/2023 18:28,19/1/2023,1800,1900
2305655,19/1/2023 11:50,0,117.18,59.91,0,0,152731,19/1/2023 14:46,19/1/2023,1400,1500
2304448,18/1/2023 20:13,0,127.47,65.18,0,0,133916,19/1/2023 10:04,19/1/2023,1000,1100
2307942,20/1/2023 10:04,0,35.75,18.27,0,0,15118,20/1/2023 13:36,20/1/2023,1300,1400
2306837,19/1/2023 18:36,0,88.78,45.39,5.42,2.77,48247,20/1/2023 18:49,20/1/2023,1800,1900
2309045,20/1/2023 14:41,0,49.92,25.52,0,0,133593,20/1/2023 18:31,20/1/2023,1800,1900
2308282,20/1/2023 11:22,0,165.66,84.7,0,0,146548,20/1/2023 17:57,20/1/2023,1700,1800
2308548,20/1/2023 12:32,0,118.38,60.53,0,0,46409,20/1/2023 17:22,20/1/2023,1700,1800
2309394,20/1/2023 16:11,0,73.41,37.53,0,0,155475,20/1/2023 21:17,20/1/2023,2100,2200
2306741,19/1/2023 17:52,0,47.59,24.33,0,0,18713,20/1/2023 08:18,20/1/2023,800,900
2307975,20/1/2023 10:12,0,152.89,78.17,0,0,105115,20/1/2023 13:27,20/1/2023,1300,1400
2305932,19/1/2023 13:14,0,86.95,44.46,0,0,98873,20/1/2023 09:45,20/1/2023,900,1000
2307787,20/1/2023 09:22,0,89.92,45.97,0,0,100753,20/1/2023 13:50,20/1/2023,1400,1500
2309434,20/1/2023 16:23,0,31.06,15.88,0,0,71732,21/1/2023 10:04,21/1/2023,1000,1100
2311611,21/1/2023 14:09,0,176.52,90.25,0,0,168938,21/1/2023 17:20,21/1/2023,1700,1800
