"order_id","created_at","is_active","problem_id","product_code","problem_name"
2553225,"2023-04-24 19:32:00",0,6,"",Лошо пакетиране
2553225,"2023-04-24 19:34:00",1,6,"",Лошо пакетиране
2563431,"2023-04-28 19:34:00",1,8,"561368",Липсващ продукт
2565834,"2023-04-29 21:55:00",1,21,"",Недоставена торба (останалa в склад/бус)
2573696,"2023-05-03 17:27:00",1,33,"900607",Липсващ продукт след касов контрол
2574611,"2023-05-04 11:52:00",1,21,"",Недоставена торба (останалa в склад/бус)
2579472,"2023-05-05 17:29:00",1,1,"500015",Лошо качество с външни белези
2580827,"2023-05-05 20:24:00",0,8,"008864",Липсващ продукт
2590584,"2023-05-09 21:47:00",1,12,"",Доставен продукт в повече
2589704,"2023-05-10 08:39:00",1,15,"505135",Лошо качество - в срок на годност/без външни белези
2591894,"2023-05-10 16:29:00",1,6,"",Лошо пакетиране
2598549,"2023-05-13 15:50:00",1,3,"037103",Повреден продукт
2606295,"2023-05-16 09:55:00",1,12,"510120",Доставен продукт в повече
2607324,"2023-05-17 15:39:00",0,39,"",Недоставен продукт (останал в склад/бус)
2607014,"2023-05-18 19:08:00",1,1,"507696",Лошо качество с външни белези
2615704,"2023-05-19 21:06:00",1,8,"160366",Липсващ продукт
2622255,"2023-05-22 15:06:00",1,3,"504273",Повреден продукт
2616660,"2023-05-26 17:48:00",1,1,"507696",Лошо качество с външни белези
2616660,"2023-05-26 17:48:00",1,15,"905251",Лошо качество - в срок на годност/без външни белези
2635981,"2023-05-29 08:50:00",1,1,"189368",Лошо качество с външни белези
2644940,"2023-06-01 13:05:00",0,7,"503676",Разлика в тегло
2650432,"2023-06-04 16:53:00",0,4,"",Оплакване от доставчик
2653879,"2023-06-05 15:32:00",1,21,"",Недоставена торба (останалa в склад/бус)
2660263,"2023-06-08 08:12:00",1,44,"102216",Грешен срок на сайта
2659977,"2023-06-11 07:42:00",1,25,"909780",Размразени продукти
2659977,"2023-06-11 07:42:00",1,25,"909781",Размразени продукти
2671218,"2023-06-12 14:45:00",1,1,"505925",Лошо качество с външни белези
2674556,"2023-06-13 17:38:00",1,3,"906578",Повреден продукт
2675770,"2023-06-15 08:14:00",1,15,"509894",Лошо качество - в срок на годност/без външни белези
2688501,"2023-06-20 09:13:00",0,1,"506386",Лошо качество с външни белези
2688501,"2023-06-20 09:14:00",1,1,"506386",Лошо качество с външни белези
2697379,"2023-06-23 18:04:00",1,3,"",Повреден продукт
2697379,"2023-06-23 18:04:00",1,3,"506125",Повреден продукт
2697379,"2023-06-23 18:04:00",1,3,"403968",Повреден продукт
2697102,"2023-06-24 18:47:00",1,21,"",Недоставена торба (останалa в склад/бус)
2681108,"2023-06-24 19:06:00",1,25,"",Размразени продукти
2681108,"2023-06-24 19:06:00",1,41,"",Закъснение
2689635,"2023-06-26 14:53:00",1,33,"508461",Липсващ продукт след касов контрол
2709794,"2023-06-29 13:09:00",1,3,"910408",Повреден продукт
2710494,"2023-06-29 20:09:00",1,42,"",Разменено плащане
2713173,"2023-07-02 09:36:00",1,36,"",Ресто
2713173,"2023-07-02 09:36:00",1,4,"",Оплакване от доставчик
2715937,"2023-07-02 14:44:00",1,1,"507543",Лошо качество с външни белези
2718016,"2023-07-03 12:44:00",1,7,"507145",Разлика в тегло
2718518,"2023-07-03 15:43:00",1,1,"004400",Лошо качество с външни белези
2718518,"2023-07-03 15:44:00",1,1,"004428",Лошо качество с външни белези
2718518,"2023-07-03 15:44:00",1,1,"504644",Лошо качество с външни белези
2723004,"2023-07-05 19:05:00",1,6,"",Лошо пакетиране
2740582,"2023-07-14 09:48:00",1,15,"908325",Лошо качество - в срок на годност/без външни белези
2749469,"2023-07-17 17:35:00",0,39,"",Недоставен продукт (останал в склад/бус)
2749469,"2023-07-17 17:35:00",0,21,"",Недоставена торба (останалa в склад/бус)
2749469,"2023-07-17 17:35:00",0,21,"",Недоставена торба (останалa в склад/бус)
2766125,"2023-07-25 17:55:00",1,15,"903038",Лошо качество - в срок на годност/без външни белези
2770817,"2023-07-27 10:57:00",1,3,"700208",Повреден продукт
2771137,"2023-07-27 13:32:00",1,39,"505616",Недоставен продукт (останал в склад/бус)
2771308,"2023-07-27 17:32:00",1,6,"",Лошо пакетиране
2796709,"2023-08-07 21:31:00",1,41,"",Закъснение
2796709,"2023-08-07 21:31:00",1,30,"",Обединена торба от доставчик
2789169,"2023-08-08 16:13:00",1,15,"906889",Лошо качество - в срок на годност/без външни белези
2797497,"2023-08-09 08:17:00",1,15,"507651",Лошо качество - в срок на годност/без външни белези
2797497,"2023-08-09 08:17:00",1,1,"503401",Лошо качество с външни белези
2803319,"2023-08-10 20:06:00",1,8,"909326",Липсващ продукт
2806352,"2023-08-13 11:29:00",1,21,"",Недоставена торба (останалa в склад/бус)
2809017,"2023-08-13 17:49:00",1,25,"911130",Размразени продукти
2827277,"2023-08-21 17:36:00",1,39,"912036",Недоставен продукт (останал в склад/бус)
2827277,"2023-08-21 17:36:00",1,39,"037854",Недоставен продукт (останал в склад/бус)
2830182,"2023-08-22 21:15:00",1,41,"",Закъснение
2842865,"2023-08-29 14:00:00",1,41,"",Закъснение
2842233,"2023-08-29 15:12:00",1,3,"037103",Повреден продукт
2845734,"2023-08-30 13:13:00",1,3,"001437",Повреден продукт
2845734,"2023-08-30 13:20:00",0,3,"001437",Повреден продукт
2853548,"2023-09-02 09:55:00",1,41,"",Закъснение
2857509,"2023-09-04 11:22:00",0,1,"403554",Лошо качество с външни белези
2858417,"2023-09-04 12:17:00",1,8,"911806",Липсващ продукт
2858417,"2023-09-04 12:17:00",1,1,"911396",Лошо качество с външни белези
2874151,"2023-09-10 19:15:00",1,13,"901467",Объркан продукт
2886372,"2023-09-15 18:40:00",0,8,"907475",Липсващ продукт
2891522,"2023-09-18 08:27:00",1,1,"912165",Лошо качество с външни белези
2901171,"2023-09-21 18:33:00",1,39,"",Недоставен продукт (останал в склад/бус)
2914658,"2023-09-26 19:25:00",1,1,"402304",Лошо качество с външни белези
2914113,"2023-09-26 21:22:00",1,1,"000241",Лошо качество с външни белези
2925686,"2023-10-02 13:54:00",1,49,"104067",ПЗ - Лошо качество - в срок на годност/без външни белези
2927725,"2023-10-03 20:52:00",1,49,"911564",ПЗ - Лошо качество - в срок на годност/без външни белези
2937117,"2023-10-05 12:02:00",1,13,"011267",Объркан продукт
2948893,"2023-10-09 13:47:00",0,39,"",Недоставен продукт (останал в склад/бус)
2966963,"2023-10-16 09:18:00",1,32,"901645",Грешно описание на сайта
2972959,"2023-10-18 08:43:00",1,8,"115003",Липсващ продукт
2973089,"2023-10-18 12:37:00",1,39,"909572",Недоставен продукт (останал в склад/бус)
2979088,"2023-10-20 11:16:00",1,13,"506767",Объркан продукт
2983812,"2023-10-22 13:52:00",1,12,"",Доставен продукт в повече
2985472,"2023-10-22 15:21:00",0,21,"",Недоставена торба (останалa в склад/бус)
3005033,"2023-10-29 16:37:00",1,8,"902996",Липсващ продукт
3005033,"2023-10-29 16:37:00",1,8,"904367",Липсващ продукт
3011208,"2023-10-31 18:19:00",1,1,"912896",Лошо качество с външни белези
3014524,"2023-11-02 11:44:00",1,3,"906578",Повреден продукт
3010309,"2023-11-02 20:48:00",1,15,"504318",Лошо качество - в срок на годност/без външни белези
3002783,"2023-11-04 14:02:00",1,31,"901972",Дефектен продукт
3028737,"2023-11-06 17:50:00",1,39,"",Недоставен продукт (останал в склад/бус)
3029371,"2023-11-09 16:10:00",1,1,"500316",Лошо качество с външни белези
3049336,"2023-11-13 12:08:00",1,42,"",Разменено плащане
3053520,"2023-11-14 15:49:00",1,21,"",Недоставена торба (останалa в склад/бус)
3062789,"2023-11-17 21:05:00",1,31,"505872",Дефектен продукт
3065468,"2023-11-18 18:07:00",1,3,"503419",Повреден продукт
3065088,"2023-11-18 21:09:00",1,20,"",Разменени торби
3068426,"2023-11-19 15:37:00",0,21,"",Недоставена торба (останалa в склад/бус)
3071156,"2023-11-20 13:41:00",1,1,"905057",Лошо качество с външни белези
3075683,"2023-11-22 08:28:00",1,49,"004522",ПЗ - Лошо качество - в срок на годност/без външни белези
3075683,"2023-11-22 08:28:00",1,1,"004468",Лошо качество с външни белези
3074670,"2023-11-22 09:57:00",1,1,"004400",Лошо качество с външни белези
3086211,"2023-11-25 13:38:00",1,49,"504488",ПЗ - Лошо качество - в срок на годност/без външни белези
3089994,"2023-11-26 13:15:00",1,21,"",Недоставена торба (останалa в склад/бус)
3090068,"2023-11-26 13:48:00",1,31,"903050",Дефектен продукт
3089451,"2023-11-26 14:57:00",1,6,"907024",Лошо пакетиране
3096941,"2023-11-28 14:30:00",1,3,"909677",Повреден продукт
3098087,"2023-11-29 20:45:00",1,21,"",Недоставена торба (останалa в склад/бус)
3112333,"2023-12-02 19:45:00",1,12,"903920",Доставен продукт в повече
3119877,"2023-12-05 19:51:00",1,1,"604043",Лошо качество с външни белези
3128851,"2023-12-07 17:07:00",0,50,"004400",Разминаване с клиентски грамаж
3129432,"2023-12-07 19:53:00",1,7,"903049",Разлика в тегло
3128851,"2023-12-08 11:44:00",0,7,"004400",Разлика в тегло
3144663,"2023-12-12 16:20:00",1,8,"055050",Липсващ продукт
3150484,"2023-12-14 12:33:00",1,3,"604016",Повреден продукт
3181524,"2023-12-23 19:35:00",1,3,"102996",Повреден продукт
3181524,"2023-12-23 19:35:00",1,3,"914035",Повреден продукт
3182037,"2023-12-24 11:27:00",1,1,"000242",Лошо качество с външни белези
3180645,"2023-12-26 07:53:00",1,6,"507148",Лошо пакетиране
3188452,"2023-12-27 08:09:00",1,3,"905481",Повреден продукт
3193682,"2023-12-28 09:39:00",1,49,"901869",ПЗ - Лошо качество - в срок на годност/без външни белези
3195025,"2023-12-29 10:46:00",1,1,"902850",Лошо качество с външни белези
3198873,"2023-12-30 12:11:00",1,32,"901147",Грешно описание на сайта
3198873,"2023-12-30 21:29:00",1,1,"507656",Лошо качество с външни белези
