"order_id","user_id","created_at","delay_minutes","delay_bucket","delivery_status","subscription_id","duration_days","subscription_start","subscription_end","has_complaint","is_delayed","is_issue"
2334787,24392,"2023-01-30 05:46:00",-54,ON_TIME,ON_TIME,2,184,"2022-08-01 10:55:00","2023-02-01 09:55:00",0,0,0
2326227,72858,"2023-01-27 04:04:00",-16,ON_TIME,ON_TIME,2,184,"2022-09-05 08:35:00","2023-03-08 07:35:00",0,0,0
2304899,25390,"2023-01-19 05:49:00",-78,ON_TIME,ON_TIME,2,184,"2022-11-12 21:29:00","2023-05-15 22:29:00",0,0,0
2302887,71540,"2023-01-18 10:48:00",-56,ON_TIME,ON_TIME,2,184,"2022-09-26 16:51:00","2023-03-29 16:51:00",0,0,0
2288851,26614,"2023-01-12 17:39:00",-51,ON_TIME,ON_TIME,2,184,"2022-10-26 15:46:00","2023-04-28 15:46:00",0,0,0
2281718,45686,"2023-01-10 07:30:00",-39,ON_TIME,ON_TIME,2,184,"2022-08-25 11:14:00","2023-02-25 10:14:00",0,0,0
2281115,102730,"2023-01-09 18:40:00",-10,ON_TIME,ON_TIME,2,184,"2022-11-10 11:22:00","2023-05-13 12:22:00",0,0,0
2276503,97027,"2023-01-07 20:52:00",-60,ON_TIME,ON_TIME,2,184,"2022-11-23 09:32:00","2023-05-26 10:32:00",0,0,0
2263211,63077,"2023-01-02 11:56:00",-43,ON_TIME,ON_TIME,2,184,"2022-11-26 10:47:00","2023-05-29 11:47:00",0,0,0
2261901,9312,"2023-01-01 14:44:00",-58,ON_TIME,ON_TIME,2,184,"2022-11-07 21:11:00","2023-05-10 22:11:00",0,0,0
2853548,97027,"2023-09-01 18:34:00",77,"60+ min",LATE,2,184,"2023-05-26 10:32:00","2023-11-26 09:32:00",1,1,1
2952899,117587,"2023-10-10 15:08:00",24,"16-30 min",LATE,2,184,"2023-06-17 21:00:00","2023-12-18 20:00:00",0,1,1
2520204,29549,"2023-04-10 16:40:00",10,"1-15 min",LATE,2,184,"2023-03-27 20:36:00","2023-09-27 20:36:00",0,1,1
2264541,7801,"2023-01-02 23:40:00",10,"1-15 min",LATE,2,184,"2022-11-22 19:47:00","2023-05-25 20:47:00",0,1,1
2846526,29549,"2023-08-29 17:59:00",9,"1-15 min",LATE,2,184,"2023-03-27 20:36:00","2023-09-27 20:36:00",0,1,1
2727474,28472,"2023-07-07 12:48:00",3,"1-15 min",LATE,2,184,"2023-04-12 22:02:00","2023-10-13 22:02:00",0,1,1
3202921,10616,"2023-12-30 12:43:00",-41,ON_TIME,ON_TIME,2,184,"2023-09-09 12:02:00","2024-03-11 11:02:00",0,0,0
3203951,117712,"2023-12-30 15:19:00",-72,ON_TIME,ON_TIME,2,184,"2023-12-23 17:21:00","2024-06-24 17:21:00",0,0,0
3155564,99281,"2023-12-15 15:34:00",-54,ON_TIME,ON_TIME,2,184,"2023-09-02 18:48:00","2024-03-04 17:48:00",0,0,0
3153196,148925,"2023-12-14 23:38:00",-29,ON_TIME,ON_TIME,2,184,"2023-07-08 21:24:00","2024-01-08 20:24:00",0,0,0
3075653,43839,"2023-11-21 15:44:00",-41,ON_TIME,ON_TIME,2,184,"2023-09-15 18:07:00","2024-03-17 17:07:00",0,0,0
3107318,142871,"2023-12-01 00:14:00",-84,ON_TIME,ON_TIME,2,184,"2023-07-26 12:06:00","2024-01-26 11:06:00",0,0,0
3099670,16784,"2023-11-28 15:46:00",-43,ON_TIME,ON_TIME,2,184,"2023-11-05 10:02:00","2024-05-07 10:02:00",0,0,0
3088821,61365,"2023-11-25 15:25:00",-50,ON_TIME,ON_TIME,2,184,"2023-09-25 09:12:00","2024-03-27 08:12:00",0,0,0
3086274,142871,"2023-11-25 00:50:00",-32,ON_TIME,ON_TIME,2,184,"2023-07-26 12:06:00","2024-01-26 11:06:00",0,0,0
3082980,9277,"2023-11-24 02:24:00",-44,ON_TIME,ON_TIME,2,184,"2023-10-10 13:30:00","2024-04-11 12:30:00",0,0,0
3060643,33446,"2023-11-16 21:50:00",-40,ON_TIME,ON_TIME,2,184,"2023-10-18 20:11:00","2024-04-19 19:11:00",0,0,0
3023090,117587,"2023-11-04 13:05:00",-81,ON_TIME,ON_TIME,2,184,"2023-06-17 21:00:00","2023-12-18 20:00:00",0,0,0
2966235,28076,"2023-10-15 13:25:00",-55,ON_TIME,ON_TIME,2,184,"2023-10-11 14:31:00","2024-04-12 13:31:00",0,0,0
2920350,51366,"2023-09-28 16:00:00",1,"1-15 min",LATE,2,184,"2023-06-14 21:49:00","2023-12-15 20:49:00",0,1,1
2916448,44571,"2023-09-27 09:40:00",-109,ON_TIME,ON_TIME,2,184,"2023-06-21 09:42:00","2023-12-22 08:42:00",0,0,0
2912300,19203,"2023-09-25 14:55:00",-58,ON_TIME,ON_TIME,2,184,"2023-06-01 19:47:00","2023-12-02 18:47:00",0,0,0
2890936,97027,"2023-09-17 02:31:00",-49,ON_TIME,ON_TIME,2,184,"2023-05-26 10:32:00","2023-11-26 09:32:00",0,0,0
2849767,43839,"2023-08-31 10:21:00",-57,ON_TIME,ON_TIME,2,184,"2023-03-01 19:21:00","2023-09-01 20:21:00",0,0,0
2844397,92717,"2023-08-28 18:09:00",-44,ON_TIME,ON_TIME,2,184,"2023-07-02 19:03:00","2024-01-02 18:03:00",0,0,0
2896164,148925,"2023-09-19 01:26:00",-56,ON_TIME,ON_TIME,2,184,"2023-07-08 21:24:00","2024-01-08 20:24:00",0,0,0
2805833,97027,"2023-08-11 20:14:00",-59,ON_TIME,ON_TIME,2,184,"2023-05-26 10:32:00","2023-11-26 09:32:00",0,0,0
2803319,68620,"2023-08-10 17:06:00",-63,ON_TIME,ON_TIME,2,184,"2023-03-01 17:54:00","2023-09-01 18:54:00",1,0,1
2800508,175197,"2023-08-09 14:09:00",-41,ON_TIME,ON_TIME,2,184,"2023-03-09 10:12:00","2023-09-09 11:12:00",0,0,0
2800106,97027,"2023-08-09 11:42:00",-103,ON_TIME,ON_TIME,2,184,"2023-05-26 10:32:00","2023-11-26 09:32:00",0,0,0
2792265,97027,"2023-08-05 18:56:00",-44,ON_TIME,ON_TIME,2,184,"2023-05-26 10:32:00","2023-11-26 09:32:00",0,0,0
2788182,97027,"2023-08-03 23:43:00",-68,ON_TIME,ON_TIME,2,184,"2023-05-26 10:32:00","2023-11-26 09:32:00",0,0,0
2778593,19203,"2023-07-30 17:47:00",-35,ON_TIME,ON_TIME,2,184,"2023-06-01 19:47:00","2023-12-02 18:47:00",0,0,0
2771137,44571,"2023-07-27 10:09:00",-32,ON_TIME,ON_TIME,2,184,"2023-06-21 09:42:00","2023-12-22 08:42:00",1,0,1
2766079,97027,"2023-07-24 21:19:00",-71,ON_TIME,ON_TIME,2,184,"2023-05-26 10:32:00","2023-11-26 09:32:00",0,0,0
2755702,181563,"2023-07-20 10:07:00",-47,ON_TIME,ON_TIME,2,184,"2023-07-15 12:19:00","2024-01-15 11:19:00",0,0,0
2740582,26284,"2023-07-13 13:52:00",-57,ON_TIME,ON_TIME,2,184,"2023-04-12 13:59:00","2023-10-13 13:59:00",1,0,1
2713583,9277,"2023-07-01 08:23:00",-13,ON_TIME,ON_TIME,2,184,"2023-04-03 15:09:00","2023-10-04 15:09:00",0,0,0
2707277,11364,"2023-06-28 02:22:00",-90,ON_TIME,ON_TIME,2,184,"2023-02-21 09:14:00","2023-08-24 10:14:00",0,0,0
2700317,43839,"2023-06-24 21:00:00",-41,ON_TIME,ON_TIME,2,184,"2023-03-01 19:21:00","2023-09-01 20:21:00",0,0,0
2692765,10616,"2023-06-21 11:58:00",-28,ON_TIME,ON_TIME,2,184,"2023-03-04 16:15:00","2023-09-04 17:15:00",0,0,0
2670825,149327,"2023-06-12 00:03:00",-37,ON_TIME,ON_TIME,2,184,"2023-03-29 13:02:00","2023-09-29 13:02:00",0,0,0
2659159,10616,"2023-06-07 06:02:00",-52,ON_TIME,ON_TIME,2,184,"2023-03-04 16:15:00","2023-09-04 17:15:00",0,0,0
2598653,137036,"2023-05-12 20:54:00",-54,ON_TIME,ON_TIME,2,184,"2023-04-17 12:56:00","2023-10-18 12:56:00",0,0,0
2565234,73488,"2023-04-29 13:19:00",-51,ON_TIME,ON_TIME,2,184,"2023-02-04 19:17:00","2023-08-07 20:17:00",0,0,0
2546763,28472,"2023-04-21 19:14:00",-100,ON_TIME,ON_TIME,2,184,"2023-04-12 22:02:00","2023-10-13 22:02:00",0,0,0
2523763,9610,"2023-04-12 08:30:00",-18,ON_TIME,ON_TIME,2,184,"2023-01-22 13:18:00","2023-07-25 14:18:00",0,0,0
2503937,175197,"2023-04-04 15:08:00",-27,ON_TIME,ON_TIME,2,184,"2023-03-09 10:12:00","2023-09-09 11:12:00",0,0,0
2487316,162810,"2023-03-29 12:04:00",-27,ON_TIME,ON_TIME,2,184,"2022-12-05 15:10:00","2023-06-07 16:10:00",0,0,0
2486694,45203,"2023-03-29 08:00:00",-31,ON_TIME,ON_TIME,2,184,"2022-11-11 19:20:00","2023-05-14 20:20:00",0,0,0
2457687,62602,"2023-03-17 16:17:00",-29,ON_TIME,ON_TIME,2,184,"2023-01-02 13:37:00","2023-07-05 14:37:00",0,0,0
2456152,52603,"2023-03-17 08:54:00",-27,ON_TIME,ON_TIME,2,184,"2022-11-21 10:02:00","2023-05-24 11:02:00",0,0,0
2449817,27831,"2023-03-14 18:35:00",-23,ON_TIME,ON_TIME,2,184,"2022-11-22 09:11:00","2023-05-25 10:11:00",0,0,0
2415559,57564,"2023-03-01 16:18:00",-22,ON_TIME,ON_TIME,2,184,"2022-11-22 19:12:00","2023-05-25 20:12:00",0,0,0
2398669,26442,"2023-02-23 08:22:00",-53,ON_TIME,ON_TIME,2,184,"2022-09-05 19:31:00","2023-03-08 18:31:00",0,0,0
2388197,10616,"2023-02-18 16:39:00",-48,ON_TIME,ON_TIME,2,184,"2022-08-31 20:43:00","2023-03-03 19:43:00",0,0,0
2376145,42084,"2023-02-13 22:59:00",-50,ON_TIME,ON_TIME,2,184,"2023-02-10 11:59:00","2023-08-13 12:59:00",0,0,0
2359854,44214,"2023-02-08 10:01:00",-48,ON_TIME,ON_TIME,2,184,"2022-09-22 08:08:00","2023-03-25 07:08:00",0,0,0
2345627,36679,"2023-02-03 10:04:00",-34,ON_TIME,ON_TIME,2,184,"2022-09-26 21:03:00","2023-03-29 21:03:00",1,0,1
2333670,165240,"2023-01-29 15:30:00",-29,ON_TIME,ON_TIME,2,184,"2023-01-03 14:02:00","2023-07-06 15:02:00",0,0,0
2290873,97027,"2023-01-13 14:41:00",-73,ON_TIME,ON_TIME,2,184,"2022-11-23 09:32:00","2023-05-26 10:32:00",0,0,0
2269032,97027,"2023-01-04 19:04:00",-59,ON_TIME,ON_TIME,2,184,"2022-11-23 09:32:00","2023-05-26 10:32:00",0,0,0
2266589,23877,"2023-01-03 19:08:00",-109,ON_TIME,ON_TIME,2,184,"2022-08-16 14:09:00","2023-02-16 13:09:00",0,0,0
2750345,10705,"2023-07-17 17:13:00",45,"31-60 min",LATE,2,184,"2023-06-03 17:53:00","2023-12-04 16:53:00",0,1,1
3018858,8600,"2023-11-03 10:03:00",11,"1-15 min",LATE,2,184,"2023-07-09 12:33:00","2024-01-09 11:33:00",0,1,1
2595585,9505,"2023-05-11 17:13:00",11,"1-15 min",LATE,2,184,"2023-04-07 18:10:00","2023-10-08 18:10:00",0,1,1
3204922,64816,"2023-12-30 18:18:00",-59,ON_TIME,ON_TIME,2,184,"2023-09-01 16:43:00","2024-03-03 15:43:00",0,0,0
3200482,13169,"2023-12-29 20:12:00",-52,ON_TIME,ON_TIME,2,184,"2023-10-06 09:45:00","2024-04-07 08:45:00",0,0,0
3155104,78999,"2023-12-15 13:47:00",-18,ON_TIME,ON_TIME,2,184,"2023-09-26 16:02:00","2024-03-28 15:02:00",0,0,0
3096107,22977,"2023-11-27 15:01:00",-44,ON_TIME,ON_TIME,2,184,"2023-08-25 20:42:00","2024-02-25 19:42:00",0,0,0
3009990,24060,"2023-10-31 07:36:00",-34,ON_TIME,ON_TIME,2,184,"2023-07-13 19:25:00","2024-01-13 18:25:00",0,0,0
2936518,72858,"2023-10-04 17:19:00",-61,ON_TIME,ON_TIME,2,184,"2023-09-08 08:35:00","2024-03-10 07:35:00",0,0,0
2923712,22977,"2023-09-29 21:42:00",-39,ON_TIME,ON_TIME,2,184,"2023-08-25 20:42:00","2024-02-25 19:42:00",0,0,0
2903254,36505,"2023-09-22 07:19:00",-67,ON_TIME,ON_TIME,2,184,"2023-08-21 19:38:00","2024-02-21 18:38:00",0,0,0
2892094,159148,"2023-09-17 13:23:00",-83,ON_TIME,ON_TIME,2,184,"2023-06-19 16:52:00","2023-12-20 15:52:00",0,0,0
2870376,62584,"2023-09-08 20:55:00",-34,ON_TIME,ON_TIME,2,184,"2023-08-18 19:29:00","2024-02-18 18:29:00",0,0,0
2872048,144105,"2023-09-09 15:57:00",-42,ON_TIME,ON_TIME,2,184,"2023-08-11 13:48:00","2024-02-11 12:48:00",0,0,0
2799581,24060,"2023-08-09 07:25:00",-16,ON_TIME,ON_TIME,2,184,"2023-07-13 19:25:00","2024-01-13 18:25:00",0,0,0
2792813,146433,"2023-08-06 07:48:00",-27,ON_TIME,ON_TIME,2,184,"2023-02-09 16:24:00","2023-08-12 17:24:00",0,0,0
2723004,68413,"2023-07-05 12:00:00",-38,ON_TIME,ON_TIME,2,184,"2023-05-16 19:10:00","2023-11-16 18:10:00",1,0,1
2734484,72858,"2023-07-10 15:19:00",-11,ON_TIME,ON_TIME,2,184,"2023-03-08 07:35:00","2023-09-08 08:35:00",0,0,0
2730669,62584,"2023-07-08 21:03:00",-14,ON_TIME,ON_TIME,2,184,"2023-02-15 18:29:00","2023-08-18 19:29:00",0,0,0
2722770,22977,"2023-07-05 10:33:00",2,"1-15 min",LATE,2,184,"2023-02-22 19:42:00","2023-08-25 20:42:00",0,1,1
2710494,15851,"2023-06-29 14:59:00",-49,ON_TIME,ON_TIME,2,184,"2023-04-11 17:20:00","2023-10-12 17:20:00",1,0,1
2661673,39703,"2023-06-08 09:46:00",-59,ON_TIME,ON_TIME,2,184,"2023-02-20 20:48:00","2023-08-23 21:48:00",0,0,0
2649584,9888,"2023-06-03 07:04:00",-3,ON_TIME,ON_TIME,2,184,"2023-04-29 12:48:00","2023-10-30 11:48:00",0,0,0
2642509,41011,"2023-05-31 08:52:00",-74,ON_TIME,ON_TIME,2,184,"2023-03-14 13:38:00","2023-09-14 14:38:00",0,0,0
2639514,146433,"2023-05-29 17:12:00",-11,ON_TIME,ON_TIME,2,184,"2023-02-09 16:24:00","2023-08-12 17:24:00",0,0,0
2634298,101972,"2023-05-27 16:15:00",-27,ON_TIME,ON_TIME,2,184,"2022-11-25 19:46:00","2023-05-28 20:46:00",0,0,0
2633910,62972,"2023-05-27 14:01:00",-42,ON_TIME,ON_TIME,2,184,"2023-03-14 11:04:00","2023-09-14 12:04:00",0,0,0
2589591,11675,"2023-05-09 13:40:00",-39,ON_TIME,ON_TIME,2,184,"2023-01-09 18:58:00","2023-07-12 19:58:00",0,0,0
2576171,24173,"2023-05-03 20:00:00",-52,ON_TIME,ON_TIME,2,184,"2022-11-20 15:33:00","2023-05-23 16:33:00",0,0,0
2543040,163222,"2023-04-20 11:53:00",-34,ON_TIME,ON_TIME,2,184,"2022-11-25 09:13:00","2023-05-28 10:13:00",0,0,0
2516123,159148,"2023-04-09 00:10:00",-67,ON_TIME,ON_TIME,2,184,"2022-12-17 09:35:00","2023-06-19 10:35:00",0,0,0
2449296,167195,"2023-03-14 14:57:00",-56,ON_TIME,ON_TIME,2,184,"2023-01-25 20:02:00","2023-07-28 21:02:00",0,0,0
2424085,24173,"2023-03-04 19:09:00",-49,ON_TIME,ON_TIME,2,184,"2022-11-20 15:33:00","2023-05-23 16:33:00",0,0,0
2414513,101972,"2023-03-01 10:14:00",-51,ON_TIME,ON_TIME,2,184,"2022-11-25 19:46:00","2023-05-28 20:46:00",0,0,0
2294796,46979,"2023-01-14 23:40:00",-6,ON_TIME,ON_TIME,2,184,"2022-11-19 14:29:00","2023-05-22 15:29:00",0,0,0
2268918,16632,"2023-01-04 18:07:00",-17,ON_TIME,ON_TIME,2,184,"2022-08-13 19:21:00","2023-02-13 18:21:00",0,0,0
2262576,29375,"2023-01-02 02:14:00",45,"31-60 min",LATE,2,184,"2022-10-20 09:41:00","2023-04-22 09:41:00",0,1,1
3053063,30529,"2023-11-14 11:33:00",39,"31-60 min",LATE,2,184,"2023-07-06 10:17:00","2024-01-06 09:17:00",0,1,1
2366902,117587,"2023-02-10 17:28:00",33,"31-60 min",LATE,2,184,"2022-12-14 22:00:00","2023-06-16 23:00:00",0,1,1
2377104,33572,"2023-02-14 11:57:00",31,"31-60 min",LATE,2,184,"2022-11-26 10:39:00","2023-05-29 11:39:00",0,1,1
2358574,69838,"2023-02-07 17:14:00",25,"16-30 min",LATE,2,184,"2023-02-01 16:05:00","2023-08-04 17:05:00",0,1,1
2288546,64776,"2023-01-12 15:40:00",18,"16-30 min",LATE,2,184,"2022-11-18 19:23:00","2023-05-21 20:23:00",0,1,1
2327266,29688,"2023-01-27 12:47:00",16,"16-30 min",LATE,2,184,"2022-08-03 11:33:00","2023-02-03 10:33:00",0,1,1
2755045,11709,"2023-07-19 21:11:00",15,"1-15 min",LATE,2,184,"2023-05-10 10:47:00","2023-11-10 09:47:00",0,1,1
2607795,73488,"2023-05-16 12:27:00",15,"1-15 min",LATE,2,184,"2023-02-04 19:17:00","2023-08-07 20:17:00",0,1,1
2976728,110044,"2023-10-19 03:18:00",12,"1-15 min",LATE,2,184,"2023-07-16 11:50:00","2024-01-16 10:50:00",0,1,1
3015243,33327,"2023-11-02 02:20:00",12,"1-15 min",LATE,2,184,"2023-05-04 17:05:00","2023-11-04 16:05:00",0,1,1
2883552,99411,"2023-09-14 11:08:00",11,"1-15 min",LATE,2,184,"2023-06-26 18:43:00","2023-12-27 17:43:00",0,1,1
2318748,54609,"2023-01-24 10:31:00",9,"1-15 min",LATE,2,184,"2022-11-11 18:59:00","2023-05-14 19:59:00",0,1,1
2439125,39201,"2023-03-10 17:06:00",8,"1-15 min",LATE,2,184,"2022-09-22 17:32:00","2023-03-25 16:32:00",0,1,1
2674869,32261,"2023-06-13 16:06:00",7,"1-15 min",LATE,2,184,"2023-01-31 22:13:00","2023-08-03 23:13:00",0,1,1
2630988,9888,"2023-05-26 10:41:00",6,"1-15 min",LATE,2,184,"2023-04-29 12:48:00","2023-10-30 11:48:00",0,1,1
2621680,11709,"2023-05-22 08:27:00",6,"1-15 min",LATE,2,184,"2023-05-10 10:47:00","2023-11-10 09:47:00",0,1,1
2323060,10005,"2023-01-25 21:42:00",6,"1-15 min",LATE,2,184,"2022-08-15 21:13:00","2023-02-15 20:13:00",0,1,1
2684928,49072,"2023-06-17 16:19:00",5,"1-15 min",LATE,2,184,"2023-05-11 09:01:00","2023-11-11 08:01:00",0,1,1
2769274,29218,"2023-07-26 12:08:00",3,"1-15 min",LATE,2,184,"2023-02-04 19:23:00","2023-08-07 20:23:00",0,1,1
2619321,14260,"2023-05-21 09:18:00",3,"1-15 min",LATE,2,184,"2023-05-03 17:06:00","2023-11-03 16:06:00",0,1,1
2432484,25586,"2023-03-08 08:54:00",1,"1-15 min",LATE,2,184,"2022-11-01 20:20:00","2023-05-04 21:20:00",0,1,1
3099395,86252,"2023-11-28 14:31:00",0,ON_TIME,ON_TIME,2,184,"2023-10-13 09:47:00","2024-04-14 08:47:00",0,0,0
3199609,52292,"2023-12-29 16:22:00",-8,ON_TIME,ON_TIME,2,184,"2023-09-15 20:06:00","2024-03-17 19:06:00",0,0,0
3198851,30529,"2023-12-29 13:48:00",-12,ON_TIME,ON_TIME,2,184,"2023-07-06 10:17:00","2024-01-06 09:17:00",0,0,0
